date,area,area_type,variant_name,specimens,percentage,specimens_7d_avg,percentage_7d_avg
10/13/2021,California,State,Mu,0,0,0.142857143,0.015832806
10/13/2021,California,State,Beta,0,0,0,0
10/13/2021,California,State,Alpha,0,0,0,0
10/13/2021,California,State,Omicron,0,0,0.714285714,0.079164028
10/13/2021,California,State,Gamma,0,0,0,0
10/13/2021,California,State,Epsilon,0,0,0,0
10/13/2021,California,State,Delta,964,99.69,896.5714286,99.36668778
10/13/2021,California,State,Total,967,100,902.2857143,100
10/13/2021,California,State,Other,3,0.31,4.857142857,0.538315389
10/14/2021,California,State,Beta,0,0,0,0
10/14/2021,California,State,Mu,0,0,0.142857143,0.015725743
10/14/2021,California,State,Total,977,100,908.4285714,100
10/14/2021,California,State,Alpha,0,0,0,0
10/14/2021,California,State,Epsilon,0,0,0,0
10/14/2021,California,State,Delta,972,99.49,903.4285714,99.44959899
10/14/2021,California,State,Lambda,0,0,0,0
10/14/2021,California,State,Omicron,1,0.1,0.714285714,0.078628715
10/14/2021,California,State,Gamma,0,0,0,0
10/14/2021,California,State,Other,4,0.41,4.142857143,0.456046548
10/15/2021,California,State,Mu,0,0,0.142857143,0.014943216
10/15/2021,California,State,Alpha,0,0,0,0
10/15/2021,California,State,Omicron,0,0,0.714285714,0.074716079
10/15/2021,California,State,Total,1174,100,956,100
10/15/2021,California,State,Delta,1166,99.32,951.1428571,99.49193066
10/15/2021,California,State,Gamma,0,0,0,0
10/15/2021,California,State,Lambda,0,0,0,0
10/15/2021,California,State,Beta,0,0,0,0
10/15/2021,California,State,Other,8,0.68,4,0.418410042
10/15/2021,California,State,Epsilon,0,0,0,0
10/16/2021,California,State,Other,12,1.84,4.571428571,0.483237693
10/16/2021,California,State,Omicron,1,0.15,0.714285714,0.075505889
10/16/2021,California,State,Delta,640,98.01,940.5714286,99.42615524
10/16/2021,California,State,Gamma,0,0,0,0
10/16/2021,California,State,Total,653,100,946,100
10/16/2021,California,State,Beta,0,0,0,0
10/16/2021,California,State,Mu,0,0,0.142857143,0.015101178
10/16/2021,California,State,Lambda,0,0,0,0
10/16/2021,California,State,Alpha,0,0,0,0
10/16/2021,California,State,Epsilon,0,0,0,0
10/17/2021,California,State,Delta,369,97.62,930,99.28320878
10/17/2021,California,State,Total,378,100,936.7142857,100
10/17/2021,California,State,Gamma,0,0,0,0
10/17/2021,California,State,Lambda,0,0,0,0
10/17/2021,California,State,Alpha,0,0,0,0
10/17/2021,California,State,Other,9,2.38,5.857142857,0.625285954
10/17/2021,California,State,Beta,0,0,0,0
10/17/2021,California,State,Epsilon,0,0,0,0
10/17/2021,California,State,Omicron,0,0,0.714285714,0.076254385
10/17/2021,California,State,Mu,0,0,0.142857143,0.015250877
10/18/2021,California,State,Gamma,0,0,0,0
10/18/2021,California,State,Alpha,0,0,0,0
10/18/2021,California,State,Epsilon,0,0,0,0
10/18/2021,California,State,Omicron,2,0.13,1,0.099037917
10/18/2021,California,State,Mu,0,0,0,0
10/18/2021,California,State,Beta,0,0,0,0
10/18/2021,California,State,Lambda,0,0,0,0
10/18/2021,California,State,Other,9,0.57,6.714285714,0.664968874
10/18/2021,California,State,Total,1589,100,1009.714286,100
10/18/2021,California,State,Delta,1578,99.31,1002,99.23599321
10/19/2021,California,State,Mu,0,0,0,0
10/19/2021,California,State,Alpha,0,0,0,0
10/19/2021,California,State,Total,1488,100,1032.285714,100
10/19/2021,California,State,Gamma,0,0,0,0
10/19/2021,California,State,Beta,0,0,0,0
10/19/2021,California,State,Epsilon,0,0,0,0
10/19/2021,California,State,Other,4,0.27,7,0.678106836
10/19/2021,California,State,Omicron,1,0.07,0.714285714,0.069194575
10/19/2021,California,State,Delta,1483,99.66,1024.571429,99.25269859
10/19/2021,California,State,Lambda,0,0,0,0
10/20/2021,California,State,Omicron,1,0.08,0.857142857,0.079957356
10/20/2021,California,State,Epsilon,0,0,0,0
10/20/2021,California,State,Other,6,0.48,7.428571429,0.692963753
10/20/2021,California,State,Gamma,0,0,0,0
10/20/2021,California,State,Delta,1238,99.44,1063.714286,99.22707889
10/20/2021,California,State,Total,1245,100,1072,100
10/20/2021,California,State,Lambda,0,0,0,0
10/20/2021,California,State,Alpha,0,0,0,0
10/20/2021,California,State,Mu,0,0,0,0
10/20/2021,California,State,Beta,0,0,0,0
10/21/2021,California,State,Other,10,0.81,8.285714286,0.747037609
10/21/2021,California,State,Total,1237,100,1109.142857,100
10/21/2021,California,State,Lambda,0,0,0,0
10/21/2021,California,State,Beta,0,0,0,0
10/21/2021,California,State,Omicron,0,0,0.714285714,0.064399794
10/21/2021,California,State,Delta,1227,99.19,1100.142857,99.1885626
10/21/2021,California,State,Alpha,0,0,0,0
10/21/2021,California,State,Mu,0,0,0,0
10/21/2021,California,State,Epsilon,0,0,0,0
10/21/2021,California,State,Gamma,0,0,0,0
10/22/2021,California,State,Mu,0,0,0,0
10/22/2021,California,State,Gamma,0,0,0,0
10/22/2021,California,State,Beta,0,0,0,0
10/22/2021,California,State,Delta,1009,99.41,1077.714286,99.19789612
10/22/2021,California,State,Omicron,0,0,0.714285714,0.06574622
10/22/2021,California,State,Alpha,0,0,0,0
10/22/2021,California,State,Lambda,0,0,0,0
10/22/2021,California,State,Other,6,0.59,8,0.736357659
10/22/2021,California,State,Total,1015,100,1086.428571,100
10/22/2021,California,State,Epsilon,0,0,0,0
10/23/2021,California,State,Mu,0,0,0,0
10/23/2021,California,State,Total,763,100,1102.142857,100
10/23/2021,California,State,Lambda,0,0,0,0
10/23/2021,California,State,Gamma,0,0,0,0
10/23/2021,California,State,Beta,0,0,0,0
10/23/2021,California,State,Omicron,1,0.13,0.714285714,0.064808814
10/23/2021,California,State,Delta,760,99.61,1094.857143,99.3389501
10/23/2021,California,State,Other,2,0.26,6.571428571,0.596241089
10/23/2021,California,State,Epsilon,0,0,0,0
10/23/2021,California,State,Alpha,0,0,0,0
10/24/2021,California,State,Delta,571,98.96,1123.714286,99.39347991
10/24/2021,California,State,Total,577,100,1130.571429,100
10/24/2021,California,State,Omicron,1,0.17,0.857142857,0.075815011
10/24/2021,California,State,Mu,0,0,0,0
10/24/2021,California,State,Alpha,0,0,0,0
10/24/2021,California,State,Beta,0,0,0,0
10/24/2021,California,State,Epsilon,0,0,0,0
10/24/2021,California,State,Gamma,0,0,0,0
10/24/2021,California,State,Lambda,0,0,0,0
10/24/2021,California,State,Other,5,0.87,6,0.53070508
10/25/2021,California,State,Epsilon,0,0,0,0
10/25/2021,California,State,Total,2124,100,1207,100
10/25/2021,California,State,Gamma,0,0,0,0
10/25/2021,California,State,Alpha,0,0,0,0
10/25/2021,California,State,Mu,0,0,0,0
10/25/2021,California,State,Other,15,0.71,6.857142857,0.56811457
10/25/2021,California,State,Beta,0,0,0,0
10/25/2021,California,State,Omicron,3,0.14,1,0.082850041
10/25/2021,California,State,Delta,2106,99.15,1199.142857,99.34903539
10/25/2021,California,State,Lambda,0,0,0,0
10/26/2021,California,State,Delta,1841,99.62,1250.285714,99.3529345
10/26/2021,California,State,Omicron,0,0,0.857142857,0.068112158
10/26/2021,California,State,Lambda,0,0,0,0
10/26/2021,California,State,Mu,0,0,0,0
10/26/2021,California,State,Other,7,0.38,7.285714286,0.578953343
10/26/2021,California,State,Total,1848,100,1258.428571,100
10/26/2021,California,State,Epsilon,0,0,0,0
10/26/2021,California,State,Beta,0,0,0,0
10/26/2021,California,State,Gamma,0,0,0,0
10/26/2021,California,State,Alpha,0,0,0,0
10/27/2021,California,State,Alpha,0,0,0,0
10/27/2021,California,State,Omicron,2,0.12,1,0.075815011
10/27/2021,California,State,Lambda,0,0,0,0
10/27/2021,California,State,Total,1669,100,1319,100
10/27/2021,California,State,Gamma,0,0,0,0
10/27/2021,California,State,Mu,0,0,0,0
10/27/2021,California,State,Epsilon,0,0,0,0
10/27/2021,California,State,Delta,1661,99.52,1310.714286,99.37181848
10/27/2021,California,State,Beta,0,0,0,0
10/27/2021,California,State,Other,6,0.36,7.285714286,0.552366511
10/28/2021,California,State,Lambda,0,0,0,0
10/28/2021,California,State,Omicron,1,0.08,1.142857143,0.086636344
10/28/2021,California,State,Total,1238,100,1319.142857,100
10/28/2021,California,State,Beta,0,0,0,0
10/28/2021,California,State,Gamma,0,0,0,0
10/28/2021,California,State,Other,7,0.57,6.857142857,0.519818064
10/28/2021,California,State,Mu,0,0,0,0
10/28/2021,California,State,Delta,1230,99.35,1311.142857,99.39354559
10/28/2021,California,State,Epsilon,0,0,0,0
10/28/2021,California,State,Alpha,0,0,0,0
10/29/2021,California,State,Beta,0,0,0,0
10/29/2021,California,State,Total,1079,100,1328.285714,100
10/29/2021,California,State,Mu,0,0,0,0
10/29/2021,California,State,Omicron,2,0.19,1.428571429,0.107550011
10/29/2021,California,State,Alpha,0,0,0,0
10/29/2021,California,State,Gamma,0,0,0,0
10/29/2021,California,State,Delta,1068,98.98,1319.571429,99.34394493
10/29/2021,California,State,Lambda,0,0,0,0
10/29/2021,California,State,Epsilon,0,0,0,0
10/29/2021,California,State,Other,9,0.83,7.285714286,0.548505055
10/30/2021,California,State,Epsilon,0,0,0,0
10/30/2021,California,State,Alpha,0,0,0,0
10/30/2021,California,State,Total,966,100,1357.285714,100
10/30/2021,California,State,Delta,959,99.28,1348,99.31586149
10/30/2021,California,State,Other,6,0.62,7.857142857,0.578886433
10/30/2021,California,State,Gamma,0,0,0,0
10/30/2021,California,State,Lambda,0,0,0,0
10/30/2021,California,State,Mu,0,0,0,0
10/30/2021,California,State,Beta,0,0,0,0
10/30/2021,California,State,Omicron,1,0.1,1.428571429,0.105252079
10/31/2021,California,State,Epsilon,0,0,0,0
10/31/2021,California,State,Total,577,100,1357.285714,100
10/31/2021,California,State,Lambda,0,0,0,0
10/31/2021,California,State,Beta,0,0,0,0
10/31/2021,California,State,Omicron,1,0.17,1.428571429,0.105252079
10/31/2021,California,State,Delta,576,99.83,1348.714286,99.36848753
10/31/2021,California,State,Alpha,0,0,0,0
10/31/2021,California,State,Other,0,0,7.142857143,0.526260394
10/31/2021,California,State,Gamma,0,0,0,0
10/31/2021,California,State,Mu,0,0,0,0
11/1/2021,California,State,Alpha,0,0,0,0
11/1/2021,California,State,Lambda,0,0,0,0
11/1/2021,California,State,Delta,2123,99.67,1351.142857,99.4845903
11/1/2021,California,State,Total,2130,100,1358.142857,100
11/1/2021,California,State,Gamma,0,0,0,0
11/1/2021,California,State,Omicron,1,0.05,1.142857143,0.084148522
11/1/2021,California,State,Epsilon,0,0,0,0
11/1/2021,California,State,Mu,0,0,0,0
11/1/2021,California,State,Beta,0,0,0,0
11/1/2021,California,State,Other,6,0.28,5.857142857,0.431261176
11/2/2021,California,State,Gamma,0,0,0,0
11/2/2021,California,State,Beta,0,0,0,0
11/2/2021,California,State,Omicron,3,0.15,1.571428571,0.114357002
11/2/2021,California,State,Delta,1944,99.18,1365.857143,99.39702672
11/2/2021,California,State,Other,13,0.66,6.714285714,0.48861628
11/2/2021,California,State,Epsilon,0,0,0,0
11/2/2021,California,State,Mu,0,0,0,0
11/2/2021,California,State,Total,1960,100,1374.142857,100
11/2/2021,California,State,Alpha,0,0,0,0
11/2/2021,California,State,Lambda,0,0,0,0
11/3/2021,California,State,Delta,1587,99.56,1355.285714,99.40276614
11/3/2021,California,State,Total,1594,100,1363.428571,100
11/3/2021,California,State,Lambda,0,0,0,0
11/3/2021,California,State,Mu,0,0,0,0
11/3/2021,California,State,Epsilon,0,0,0,0
11/3/2021,California,State,Alpha,0,0,0,0
11/3/2021,California,State,Other,6,0.38,6.714285714,0.492455993
11/3/2021,California,State,Omicron,1,0.06,1.428571429,0.104777871
11/3/2021,California,State,Gamma,0,0,0,0
11/3/2021,California,State,Beta,0,0,0,0
11/4/2021,California,State,Epsilon,0,0,0,0
11/4/2021,California,State,Total,1705,100,1430.142857,100
11/4/2021,California,State,Gamma,0,0,0,0
11/4/2021,California,State,Delta,1697,99.53,1422,99.43062631
11/4/2021,California,State,Beta,0,0,0,0
11/4/2021,California,State,Lambda,0,0,0,0
11/4/2021,California,State,Omicron,1,0.06,1.428571429,0.099890121
11/4/2021,California,State,Alpha,0,0,0,0
11/4/2021,California,State,Other,7,0.41,6.714285714,0.469483568
11/4/2021,California,State,Mu,0,0,0,0
11/5/2021,California,State,Mu,0,0,0,0
11/5/2021,California,State,Alpha,0,0,0,0
11/5/2021,California,State,Gamma,0,0,0,0
11/5/2021,California,State,Omicron,2,0.14,1.428571429,0.09651578
11/5/2021,California,State,Lambda,0,0,0,0
11/5/2021,California,State,Other,19,1.33,8.142857143,0.550139948
11/5/2021,California,State,Delta,1408,98.53,1470.571429,99.35334427
11/5/2021,California,State,Epsilon,0,0,0,0
11/5/2021,California,State,Total,1429,100,1480.142857,100
11/5/2021,California,State,Beta,0,0,0,0
11/6/2021,California,State,Beta,0,0,0,0
11/6/2021,California,State,Alpha,0,0,0,0
11/6/2021,California,State,Lambda,0,0,0,0
11/6/2021,California,State,Delta,794,99.25,1447,99.35262384
11/6/2021,California,State,Other,5,0.62,8,0.549288867
11/6/2021,California,State,Mu,0,0,0,0
11/6/2021,California,State,Omicron,1,0.12,1.428571429,0.098087298
11/6/2021,California,State,Gamma,0,0,0,0
11/6/2021,California,State,Total,800,100,1456.428571,100
11/6/2021,California,State,Epsilon,0,0,0,0
11/7/2021,California,State,Delta,532,99.81,1440.714286,99.34981775
11/7/2021,California,State,Other,1,0.19,8.142857143,0.561521032
11/7/2021,California,State,Lambda,0,0,0,0
11/7/2021,California,State,Total,533,100,1450.142857,100
11/7/2021,California,State,Beta,0,0,0,0
11/7/2021,California,State,Alpha,0,0,0,0
11/7/2021,California,State,Epsilon,0,0,0,0
11/7/2021,California,State,Omicron,0,0,1.285714286,0.088661216
11/7/2021,California,State,Mu,0,0,0,0
11/7/2021,California,State,Gamma,0,0,0,0
11/8/2021,California,State,Lambda,0,0,0,0
11/8/2021,California,State,Epsilon,0,0,0,0
11/8/2021,California,State,Mu,0,0,0,0
11/8/2021,California,State,Omicron,2,0.11,1.428571429,0.101419878
11/8/2021,California,State,Total,1839,100,1408.571429,100
11/8/2021,California,State,Beta,0,0,0,0
11/8/2021,California,State,Gamma,0,0,0,0
11/8/2021,California,State,Other,14,0.76,9.285714286,0.659229209
11/8/2021,California,State,Delta,1823,99.13,1397.857143,99.23935091
11/8/2021,California,State,Alpha,0,0,0,0
11/9/2021,California,State,Omicron,0,0,1,0.071861205
11/9/2021,California,State,Other,6,0.33,8.285714286,0.595421415
11/9/2021,California,State,Mu,0,0,0,0
11/9/2021,California,State,Total,1841,100,1391.571429,100
11/9/2021,California,State,Gamma,0,0,0,0
11/9/2021,California,State,Beta,0,0,0,0
11/9/2021,California,State,Delta,1835,99.67,1382.285714,99.33271738
11/9/2021,California,State,Alpha,0,0,0,0
11/9/2021,California,State,Lambda,0,0,0,0
11/9/2021,California,State,Epsilon,0,0,0,0
11/10/2021,California,State,Beta,0,0,0,0
11/10/2021,California,State,Total,1714,100,1408.714286,100
11/10/2021,California,State,Epsilon,0,0,0,0
11/10/2021,California,State,Lambda,0,0,0,0
11/10/2021,California,State,Gamma,0,0,0,0
11/10/2021,California,State,Mu,0,0,0,0
11/10/2021,California,State,Omicron,1,0.06,1,0.070986715
11/10/2021,California,State,Other,8,0.47,8.571428571,0.60845756
11/10/2021,California,State,Alpha,0,0,0,0
11/10/2021,California,State,Delta,1705,99.47,1399.142857,99.32055572
11/11/2021,California,State,Gamma,0,0,0,0
11/11/2021,California,State,Alpha,0,0,0,0
11/11/2021,California,State,Epsilon,0,0,0,0
11/11/2021,California,State,Other,10,0.99,9,0.686947988
11/11/2021,California,State,Mu,0,0,0,0
11/11/2021,California,State,Omicron,0,0,0.857142857,0.065423618
11/11/2021,California,State,Lambda,0,0,0,0
11/11/2021,California,State,Delta,1005,99.01,1300.285714,99.24762839
11/11/2021,California,State,Beta,0,0,0,0
11/11/2021,California,State,Total,1015,100,1310.142857,100
11/12/2021,California,State,Omicron,2,0.12,0.857142857,0.064136825
11/12/2021,California,State,Other,11,0.68,7.857142857,0.587920898
11/12/2021,California,State,Epsilon,0,0,0,0
11/12/2021,California,State,Beta,0,0,0,0
11/12/2021,California,State,Alpha,0,0,0,0
11/12/2021,California,State,Lambda,0,0,0,0
11/12/2021,California,State,Delta,1600,99.19,1327.714286,99.34794228
11/12/2021,California,State,Total,1613,100,1336.428571,100
11/12/2021,California,State,Mu,0,0,0,0
11/12/2021,California,State,Gamma,0,0,0,0
11/13/2021,California,State,Other,5,0.54,7.857142857,0.580413677
11/13/2021,California,State,Alpha,0,0,0,0
11/13/2021,California,State,Omicron,0,0,0.714285714,0.05276488
11/13/2021,California,State,Mu,0,0,0,0
11/13/2021,California,State,Lambda,0,0,0,0
11/13/2021,California,State,Beta,0,0,0,0
11/13/2021,California,State,Total,921,100,1353.714286,100
11/13/2021,California,State,Epsilon,0,0,0,0
11/13/2021,California,State,Gamma,0,0,0,0
11/13/2021,California,State,Delta,916,99.46,1345.142857,99.36682144
11/14/2021,California,State,Omicron,1,0.16,0.857142857,0.062827225
11/14/2021,California,State,Lambda,0,0,0,0
11/14/2021,California,State,Delta,601,99.01,1355,99.31937173
11/14/2021,California,State,Other,5,0.82,8.428571429,0.617801047
11/14/2021,California,State,Beta,0,0,0,0
11/14/2021,California,State,Epsilon,0,0,0,0
11/14/2021,California,State,Total,607,100,1364.285714,100
11/14/2021,California,State,Alpha,0,0,0,0
11/14/2021,California,State,Gamma,0,0,0,0
11/14/2021,California,State,Mu,0,0,0,0
11/15/2021,California,State,Mu,0,0,0,0
11/15/2021,California,State,Total,1806,100,1359.571429,100
11/15/2021,California,State,Beta,0,0,0,0
11/15/2021,California,State,Epsilon,0,0,0,0
11/15/2021,California,State,Delta,1791,99.17,1350.428571,99.32751918
11/15/2021,California,State,Lambda,0,0,0,0
11/15/2021,California,State,Gamma,0,0,0,0
11/15/2021,California,State,Omicron,1,0.06,0.714285714,0.052537564
11/15/2021,California,State,Other,14,0.78,8.428571429,0.619943259
11/15/2021,California,State,Alpha,0,0,0,0
11/16/2021,California,State,Epsilon,0,0,0,0
11/16/2021,California,State,Mu,0,0,0,0
11/16/2021,California,State,Delta,1591,99.13,1315.571429,99.22422153
11/16/2021,California,State,Lambda,0,0,0,0
11/16/2021,California,State,Alpha,0,0,0,0
11/16/2021,California,State,Omicron,1,0.06,0.857142857,0.064648206
11/16/2021,California,State,Beta,0,0,0,0
11/16/2021,California,State,Total,1605,100,1325.857143,100
11/16/2021,California,State,Other,13,0.81,9.428571429,0.711130266
11/16/2021,California,State,Gamma,0,0,0,0
11/17/2021,California,State,Epsilon,0,0,0,0
11/17/2021,California,State,Mu,0,0,0,0
11/17/2021,California,State,Gamma,0,0,0,0
11/17/2021,California,State,Total,1558,100,1303.571429,100
11/17/2021,California,State,Lambda,0,0,0,0
11/17/2021,California,State,Beta,0,0,0,0
11/17/2021,California,State,Other,13,0.83,10.14285714,0.778082192
11/17/2021,California,State,Alpha,0,0,0,0
11/17/2021,California,State,Omicron,4,0.26,1.285714286,0.098630137
11/17/2021,California,State,Delta,1541,98.91,1292.142857,99.12328767
11/18/2021,California,State,Other,7,0.56,9.714285714,0.726884019
11/18/2021,California,State,Delta,1237,99.36,1325.285714,99.16622127
11/18/2021,California,State,Omicron,1,0.08,1.428571429,0.106894709
11/18/2021,California,State,Gamma,0,0,0,0
11/18/2021,California,State,Epsilon,0,0,0,0
11/18/2021,California,State,Total,1245,100,1336.428571,100
11/18/2021,California,State,Lambda,0,0,0,0
11/18/2021,California,State,Mu,0,0,0,0
11/18/2021,California,State,Beta,0,0,0,0
11/18/2021,California,State,Alpha,0,0,0,0
11/19/2021,California,State,Other,7,0.58,9.142857143,0.714924039
11/19/2021,California,State,Alpha,0,0,0,0
11/19/2021,California,State,Mu,0,0,0,0
11/19/2021,California,State,Total,1210,100,1278.857143,100
11/19/2021,California,State,Lambda,0,0,0,0
11/19/2021,California,State,Epsilon,0,0,0,0
11/19/2021,California,State,Delta,1201,99.26,1268.285714,99.17336908
11/19/2021,California,State,Gamma,0,0,0,0
11/19/2021,California,State,Beta,0,0,0,0
11/19/2021,California,State,Omicron,2,0.17,1.428571429,0.111706881
11/20/2021,California,State,Delta,704,99.72,1238,99.18736408
11/20/2021,California,State,Lambda,0,0,0,0
11/20/2021,California,State,Total,706,100,1248.142857,100
11/20/2021,California,State,Other,2,0.28,8.714285714,0.698180153
11/20/2021,California,State,Gamma,0,0,0,0
11/20/2021,California,State,Omicron,0,0,1.428571429,0.114455763
11/20/2021,California,State,Mu,0,0,0,0
11/20/2021,California,State,Alpha,0,0,0,0
11/20/2021,California,State,Beta,0,0,0,0
11/20/2021,California,State,Epsilon,0,0,0,0
11/21/2021,California,State,Beta,0,0,0,0
11/21/2021,California,State,Lambda,0,0,0,0
11/21/2021,California,State,Other,4,0.88,8.571428571,0.69913773
11/21/2021,California,State,Epsilon,0,0,0,0
11/21/2021,California,State,Gamma,0,0,0,0
11/21/2021,California,State,Delta,446,98.67,1215.857143,99.17268702
11/21/2021,California,State,Alpha,0,0,0,0
11/21/2021,California,State,Omicron,2,0.44,1.571428571,0.128175251
11/21/2021,California,State,Mu,0,0,0,0
11/21/2021,California,State,Total,452,100,1226,100
11/22/2021,California,State,Total,1466,100,1177.428571,100
11/22/2021,California,State,Lambda,0,0,0,0
11/22/2021,California,State,Delta,1456,99.32,1168,99.19922349
11/22/2021,California,State,Gamma,0,0,0,0
11/22/2021,California,State,Mu,0,0,0,0
11/22/2021,California,State,Beta,0,0,0,0
11/22/2021,California,State,Other,8,0.55,7.714285714,0.655180781
11/22/2021,California,State,Alpha,0,0,0,0
11/22/2021,California,State,Omicron,2,0.14,1.714285714,0.145595729
11/22/2021,California,State,Epsilon,0,0,0,0
11/23/2021,California,State,Omicron,1,0.07,1.714285714,0.149272298
11/23/2021,California,State,Epsilon,0,0,0,0
11/23/2021,California,State,Other,3,0.21,6.285714286,0.547331758
11/23/2021,California,State,Total,1402,100,1148.428571,100
11/23/2021,California,State,Delta,1398,99.71,1140.428571,99.30339594
11/23/2021,California,State,Beta,0,0,0,0
11/23/2021,California,State,Mu,0,0,0,0
11/23/2021,California,State,Lambda,0,0,0,0
11/23/2021,California,State,Gamma,0,0,0,0
11/23/2021,California,State,Alpha,0,0,0,0
11/24/2021,California,State,Epsilon,0,0,0,0
11/24/2021,California,State,Lambda,0,0,0,0
11/24/2021,California,State,Gamma,0,0,0,0
11/24/2021,California,State,Alpha,0,0,0,0
11/24/2021,California,State,Omicron,1,0.08,1.285714286,0.116761806
11/24/2021,California,State,Total,1227,100,1101.142857,100
11/24/2021,California,State,Other,3,0.24,4.857142857,0.441100156
11/24/2021,California,State,Delta,1223,99.67,1095,99.44213804
11/24/2021,California,State,Beta,0,0,0,0
11/24/2021,California,State,Mu,0,0,0,0
11/25/2021,California,State,Epsilon,0,0,0,0
11/25/2021,California,State,Total,158,100,945.8571429,100
11/25/2021,California,State,Delta,158,100,940.8571429,99.47137895
11/25/2021,California,State,Beta,0,0,0,0
11/25/2021,California,State,Gamma,0,0,0,0
11/25/2021,California,State,Lambda,0,0,0,0
11/25/2021,California,State,Alpha,0,0,0,0
11/25/2021,California,State,Omicron,0,0,1.142857143,0.12082767
11/25/2021,California,State,Mu,0,0,0,0
11/25/2021,California,State,Other,0,0,3.857142857,0.407793385
11/26/2021,California,State,Omicron,2,0.28,1.142857143,0.130590924
11/26/2021,California,State,Lambda,0,0,0,0
11/26/2021,California,State,Beta,0,0,0,0
11/26/2021,California,State,Delta,705,98.6,870,99.41234084
11/26/2021,California,State,Gamma,0,0,0,0
11/26/2021,California,State,Other,8,1.12,4,0.457068234
11/26/2021,California,State,Mu,0,0,0,0
11/26/2021,California,State,Total,715,100,875.1428571,100
11/26/2021,California,State,Epsilon,0,0,0,0
11/26/2021,California,State,Alpha,0,0,0,0
11/27/2021,California,State,Delta,740,99.73,875.1428571,99.4157741
11/27/2021,California,State,Gamma,0,0,0,0
11/27/2021,California,State,Omicron,1,0.13,1.285714286,0.146056475
11/27/2021,California,State,Total,742,100,880.2857143,100
11/27/2021,California,State,Alpha,0,0,0,0
11/27/2021,California,State,Other,1,0.13,3.857142857,0.438169426
11/27/2021,California,State,Epsilon,0,0,0,0
11/27/2021,California,State,Mu,0,0,0,0
11/27/2021,California,State,Beta,0,0,0,0
11/27/2021,California,State,Lambda,0,0,0,0
11/28/2021,California,State,Total,425,100,876.4285714,100
11/28/2021,California,State,Delta,423,99.53,871.8571429,99.47840261
11/28/2021,California,State,Gamma,0,0,0,0
11/28/2021,California,State,Epsilon,0,0,0,0
11/28/2021,California,State,Omicron,1,0.24,1.142857143,0.130399348
11/28/2021,California,State,Alpha,0,0,0,0
11/28/2021,California,State,Beta,0,0,0,0
11/28/2021,California,State,Lambda,0,0,0,0
11/28/2021,California,State,Other,1,0.24,3.428571429,0.391198044
11/28/2021,California,State,Mu,0,0,0,0
11/29/2021,California,State,Epsilon,0,0,0,0
11/29/2021,California,State,Alpha,0,0,0,0
11/29/2021,California,State,Other,2,0.12,2.571428571,0.282530215
11/29/2021,California,State,Lambda,0,0,0,0
11/29/2021,California,State,Omicron,6,0.35,1.714285714,0.188353477
11/29/2021,California,State,Gamma,0,0,0,0
11/29/2021,California,State,Total,1702,100,910.1428571,100
11/29/2021,California,State,Beta,0,0,0,0
11/29/2021,California,State,Delta,1694,99.53,905.8571429,99.52911631
11/29/2021,California,State,Mu,0,0,0,0
11/30/2021,California,State,Epsilon,0,0,0,0
11/30/2021,California,State,Other,6,0.33,3,0.309551887
11/30/2021,California,State,Lambda,0,0,0,0
11/30/2021,California,State,Beta,0,0,0,0
11/30/2021,California,State,Gamma,0,0,0,0
11/30/2021,California,State,Alpha,0,0,0,0
11/30/2021,California,State,Mu,0,0,0,0
11/30/2021,California,State,Total,1815,100,969.1428571,100
11/30/2021,California,State,Omicron,12,0.66,3.285714286,0.339033019
11/30/2021,California,State,Delta,1797,99.01,962.8571429,99.35141509
12/1/2021,California,State,Gamma,0,0,0,0
12/1/2021,California,State,Total,1677,100,1033.428571,100
12/1/2021,California,State,Beta,0,0,0,0
12/1/2021,California,State,Mu,0,0,0,0
12/1/2021,California,State,Omicron,5,0.3,3.857142857,0.37323749
12/1/2021,California,State,Delta,1669,99.52,1026.571429,99.33646669
12/1/2021,California,State,Other,3,0.18,3,0.290295825
12/1/2021,California,State,Alpha,0,0,0,0
12/1/2021,California,State,Epsilon,0,0,0,0
12/1/2021,California,State,Lambda,0,0,0,0
12/2/2021,California,State,Total,1284,100,1194.285714,100
12/2/2021,California,State,Gamma,0,0,0,0
12/2/2021,California,State,Beta,0,0,0,0
12/2/2021,California,State,Other,3,0.23,3.428571429,0.28708134
12/2/2021,California,State,Lambda,0,0,0,0
12/2/2021,California,State,Epsilon,0,0,0,0
12/2/2021,California,State,Alpha,0,0,0,0
12/2/2021,California,State,Omicron,12,0.93,5.571428571,0.466507177
12/2/2021,California,State,Mu,0,0,0,0
12/2/2021,California,State,Delta,1269,98.83,1185.285714,99.24641148
12/3/2021,California,State,Total,1404,100,1292.714286,100
12/3/2021,California,State,Other,1,0.07,2.428571429,0.187866063
12/3/2021,California,State,Mu,0,0,0,0
12/3/2021,California,State,Beta,0,0,0,0
12/3/2021,California,State,Alpha,0,0,0,0
12/3/2021,California,State,Omicron,8,0.57,6.428571429,0.497292519
12/3/2021,California,State,Gamma,0,0,0,0
12/3/2021,California,State,Delta,1395,99.36,1283.857143,99.31484142
12/3/2021,California,State,Lambda,0,0,0,0
12/3/2021,California,State,Epsilon,0,0,0,0
12/4/2021,California,State,Alpha,0,0,0,0
12/4/2021,California,State,Total,989,100,1328,100
12/4/2021,California,State,Beta,0,0,0,0
