date,area,area_type,variant_name,specimens,percentage,specimens_7d_avg,percentage_7d_avg
5/7/2021,California,State,Omicron,0,0,0,0
5/7/2021,California,State,Delta,22,7.43,16.14285714,5.48810102
5/7/2021,California,State,Mu,0,0,1,0.33997086
5/7/2021,California,State,Total,296,100,294.1428571,100
5/7/2021,California,State,Lambda,0,0,2,0.679941719
5/7/2021,California,State,Epsilon,20,6.76,21.85714286,7.430791646
5/7/2021,California,State,Gamma,33,11.15,34,11.55900923
5/7/2021,California,State,Other,49,16.55,51.28571429,17.43564837
5/7/2021,California,State,Alpha,170,57.43,165.2857143,56.19232637
5/7/2021,California,State,Beta,2,0.68,2.571428571,0.874210782
5/8/2021,California,State,Alpha,105,64.81,161.5714286,56.83417085
5/8/2021,California,State,Mu,3,1.85,1.428571429,0.502512563
5/8/2021,California,State,Epsilon,5,3.09,18.85714286,6.633165829
5/8/2021,California,State,Omicron,0,0,0,0
5/8/2021,California,State,Gamma,9,5.56,31.57142857,11.10552764
5/8/2021,California,State,Lambda,2,1.23,2.285714286,0.804020101
5/8/2021,California,State,Beta,0,0,1.714285714,0.603015075
5/8/2021,California,State,Delta,10,6.17,15.57142857,5.477386935
5/8/2021,California,State,Other,28,17.28,51.28571429,18.04020101
5/8/2021,California,State,Total,162,100,284.2857143,100
5/9/2021,California,State,Mu,1,0.85,1.428571429,0.505816894
5/9/2021,California,State,Epsilon,2,1.69,18,6.373292868
5/9/2021,California,State,Other,19,16.1,49.85714286,17.65300961
5/9/2021,California,State,Omicron,0,0,0,0
5/9/2021,California,State,Beta,0,0,1.714285714,0.606980273
5/9/2021,California,State,Delta,4,3.39,14.85714286,5.260495701
5/9/2021,California,State,Total,118,100,282.4285714,100
5/9/2021,California,State,Alpha,67,56.78,161.4285714,57.15730905
5/9/2021,California,State,Lambda,10,8.47,3.571428571,1.264542236
5/9/2021,California,State,Gamma,15,12.71,31.57142857,11.17855336
5/10/2021,California,State,Gamma,26,9.81,30.14285714,11.10526316
5/10/2021,California,State,Total,265,100,271.4285714,100
5/10/2021,California,State,Delta,17,6.42,15.71428571,5.789473684
5/10/2021,California,State,Beta,2,0.75,1.571428571,0.578947368
5/10/2021,California,State,Epsilon,12,4.53,16.28571429,6
5/10/2021,California,State,Other,46,17.36,46.71428571,17.21052632
5/10/2021,California,State,Alpha,160,60.38,156.1428571,57.52631579
5/10/2021,California,State,Mu,0,0,1.428571429,0.526315789
5/10/2021,California,State,Omicron,0,0,0,0
5/10/2021,California,State,Lambda,2,0.75,3.428571429,1.263157895
5/11/2021,California,State,Beta,0,0,0.857142857,0.333148251
5/11/2021,California,State,Alpha,148,59.92,149.2857143,58.02332038
5/11/2021,California,State,Lambda,2,0.81,3.428571429,1.332593004
5/11/2021,California,State,Gamma,28,11.34,27.85714286,10.82731816
5/11/2021,California,State,Omicron,0,0,0,0
5/11/2021,California,State,Other,43,17.41,46,17.87895614
5/11/2021,California,State,Epsilon,12,4.86,13.71428571,5.330372016
5/11/2021,California,State,Mu,0,0,1,0.388672959
5/11/2021,California,State,Total,247,100,257.2857143,100
5/11/2021,California,State,Delta,14,5.67,15.14285714,5.885619101
5/12/2021,California,State,Epsilon,19,6.69,13.28571429,5.354058722
5/12/2021,California,State,Other,52,18.31,42.85714286,17.27115717
5/12/2021,California,State,Mu,0,0,0.714285714,0.287852619
5/12/2021,California,State,Total,284,100,248.1428571,100
5/12/2021,California,State,Beta,0,0,0.857142857,0.345423143
5/12/2021,California,State,Alpha,164,57.75,146,58.83707542
5/12/2021,California,State,Omicron,0,0,0,0
5/12/2021,California,State,Delta,16,5.63,14.71428571,5.929763961
5/12/2021,California,State,Lambda,7,2.46,3.571428571,1.439263097
5/12/2021,California,State,Gamma,26,9.15,26.14285714,10.53540587
5/13/2021,California,State,Omicron,0,0,0,0
5/13/2021,California,State,Alpha,169,67.87,140.4285714,60.64157927
5/13/2021,California,State,Gamma,22,8.84,22.71428571,9.808760025
5/13/2021,California,State,Other,40,16.06,39.57142857,17.08821715
5/13/2021,California,State,Epsilon,8,3.21,11.14285714,4.81184454
5/13/2021,California,State,Delta,9,3.61,13.14285714,5.675508945
5/13/2021,California,State,Mu,1,0.4,0.714285714,0.308451573
5/13/2021,California,State,Lambda,0,0,3.285714286,1.418877236
5/13/2021,California,State,Beta,0,0,0.571428571,0.246761258
5/13/2021,California,State,Total,249,100,231.5714286,100
5/14/2021,California,State,Total,259,100,226.2857143,100
5/14/2021,California,State,Beta,2,0.77,0.571428571,0.252525253
5/14/2021,California,State,Omicron,0,0,0,0
5/14/2021,California,State,Alpha,164,63.32,139.5714286,61.67929293
5/14/2021,California,State,Gamma,28,10.81,22,9.722222222
5/14/2021,California,State,Mu,1,0.39,0.857142857,0.378787879
5/14/2021,California,State,Epsilon,12,4.63,10,4.419191919
5/14/2021,California,State,Delta,8,3.09,11.14285714,4.924242424
5/14/2021,California,State,Other,44,16.99,38.85714286,17.17171717
5/14/2021,California,State,Lambda,0,0,3.285714286,1.452020202
5/15/2021,California,State,Delta,3,2.26,10.14285714,4.565916399
5/15/2021,California,State,Alpha,83,62.41,136.4285714,61.414791
5/15/2021,California,State,Beta,0,0,0.571428571,0.257234727
5/15/2021,California,State,Epsilon,6,4.51,10.14285714,4.565916399
5/15/2021,California,State,Omicron,0,0,0,0
5/15/2021,California,State,Total,133,100,222.1428571,100
5/15/2021,California,State,Lambda,1,0.75,3.142857143,1.414790997
5/15/2021,California,State,Gamma,10,7.52,22.14285714,9.967845659
5/15/2021,California,State,Other,30,22.56,39.14285714,17.62057878
5/15/2021,California,State,Mu,0,0,0.428571429,0.192926045
5/16/2021,California,State,Other,16,17.58,38.71428571,17.73560209
5/16/2021,California,State,Mu,0,0,0.285714286,0.130890052
5/16/2021,California,State,Delta,3,3.3,10,4.581151832
5/16/2021,California,State,Epsilon,10,10.99,11.28571429,5.170157068
5/16/2021,California,State,Total,91,100,218.2857143,100
5/16/2021,California,State,Lambda,0,0,1.714285714,0.785340314
5/16/2021,California,State,Gamma,10,10.99,21.42857143,9.816753927
5/16/2021,California,State,Beta,0,0,0.571428571,0.261780105
5/16/2021,California,State,Omicron,0,0,0,0
5/16/2021,California,State,Alpha,52,57.14,134.2857143,61.51832461
5/17/2021,California,State,Delta,11,4.18,9.142857143,4.193971166
5/17/2021,California,State,Omicron,0,0,0,0
5/17/2021,California,State,Total,263,100,218,100
5/17/2021,California,State,Mu,2,0.76,0.571428571,0.262123198
5/17/2021,California,State,Lambda,1,0.38,1.571428571,0.720838794
5/17/2021,California,State,Other,62,23.57,41,18.80733945
5/17/2021,California,State,Alpha,143,54.37,131.8571429,60.48492792
5/17/2021,California,State,Gamma,29,11.03,21.85714286,10.02621232
5/17/2021,California,State,Epsilon,15,5.7,11.71428571,5.373525557
5/17/2021,California,State,Beta,0,0,0.285714286,0.131061599
5/18/2021,California,State,Delta,8,3.31,8.285714286,3.813280736
5/18/2021,California,State,Gamma,32,13.22,22.42857143,10.32215648
5/18/2021,California,State,Lambda,0,0,1.285714286,0.591715976
5/18/2021,California,State,Other,44,18.18,41.14285714,18.93491124
5/18/2021,California,State,Epsilon,9,3.72,11.28571429,5.193951348
5/18/2021,California,State,Alpha,149,61.57,132,60.7495069
5/18/2021,California,State,Total,242,100,217.2857143,100
5/18/2021,California,State,Mu,0,0,0.571428571,0.262984878
5/18/2021,California,State,Beta,0,0,0.285714286,0.131492439
5/18/2021,California,State,Omicron,0,0,0,0
5/19/2021,California,State,Mu,1,0.39,0.714285714,0.334896182
5/19/2021,California,State,Gamma,29,11.33,22.85714286,10.71667783
5/19/2021,California,State,Alpha,156,60.94,130.8571429,61.35298058
5/19/2021,California,State,Lambda,0,0,0.285714286,0.133958473
5/19/2021,California,State,Epsilon,12,4.69,10.28571429,4.822505023
5/19/2021,California,State,Delta,13,5.08,7.857142857,3.683858004
5/19/2021,California,State,Omicron,0,0,0,0
5/19/2021,California,State,Beta,1,0.39,0.428571429,0.200937709
5/19/2021,California,State,Total,256,100,213.2857143,100
5/19/2021,California,State,Other,44,17.19,40,18.7541862
5/20/2021,California,State,Epsilon,5,2.18,9.857142857,4.684317719
5/20/2021,California,State,Other,57,24.89,42.42857143,20.16293279
5/20/2021,California,State,Mu,2,0.87,0.857142857,0.407331976
5/20/2021,California,State,Omicron,0,0,0,0
5/20/2021,California,State,Lambda,3,1.31,0.714285714,0.339443313
5/20/2021,California,State,Beta,0,0,0.428571429,0.203665988
5/20/2021,California,State,Gamma,23,10.04,23,10.93007468
5/20/2021,California,State,Total,229,100,210.4285714,100
5/20/2021,California,State,Alpha,130,56.77,125.2857143,59.53835709
5/20/2021,California,State,Delta,9,3.93,7.857142857,3.733876443
5/21/2021,California,State,Delta,14,7.22,8.714285714,4.332386364
5/21/2021,California,State,Alpha,120,61.86,119,59.16193182
5/21/2021,California,State,Omicron,0,0,0,0
5/21/2021,California,State,Epsilon,9,4.64,9.428571429,4.6875
5/21/2021,California,State,Mu,1,0.52,0.857142857,0.426136364
5/21/2021,California,State,Lambda,6,3.09,1.571428571,0.78125
5/21/2021,California,State,Total,194,100,201.1428571,100
5/21/2021,California,State,Beta,1,0.52,0.285714286,0.142045455
5/21/2021,California,State,Other,30,15.46,40.42857143,20.09943182
5/21/2021,California,State,Gamma,13,6.7,20.85714286,10.36931818
5/22/2021,California,State,Mu,0,0,0.857142857,0.42887777
5/22/2021,California,State,Total,124,100,199.8571429,100
5/22/2021,California,State,Epsilon,6,4.84,9.428571429,4.717655468
5/22/2021,California,State,Other,27,21.77,40,20.01429593
5/22/2021,California,State,Gamma,12,9.68,21.14285714,10.57898499
5/22/2021,California,State,Alpha,70,56.45,117.1428571,58.61329521
5/22/2021,California,State,Lambda,0,0,1.428571429,0.714796283
5/22/2021,California,State,Delta,9,7.26,9.571428571,4.789135096
5/22/2021,California,State,Beta,0,0,0.285714286,0.142959257
5/22/2021,California,State,Omicron,0,0,0,0
5/23/2021,California,State,Lambda,0,0,1.428571429,0.730994152
5/23/2021,California,State,Delta,6,10,10,5.116959064
5/23/2021,California,State,Beta,0,0,0.285714286,0.14619883
5/23/2021,California,State,Mu,0,0,0.857142857,0.438596491
5/23/2021,California,State,Alpha,30,50,114,58.33333333
5/23/2021,California,State,Gamma,7,11.67,20.71428571,10.5994152
5/23/2021,California,State,Omicron,0,0,0,0
5/23/2021,California,State,Total,60,100,195.4285714,100
5/23/2021,California,State,Other,12,20,39.42857143,20.1754386
5/23/2021,California,State,Epsilon,5,8.33,8.714285714,4.459064327
5/24/2021,California,State,Beta,2,0.93,0.571428571,0.303030303
5/24/2021,California,State,Lambda,1,0.47,1.428571429,0.757575758
5/24/2021,California,State,Alpha,112,52.09,109.5714286,58.10606061
5/24/2021,California,State,Other,36,16.74,35.71428571,18.93939394
5/24/2021,California,State,Total,215,100,188.5714286,100
5/24/2021,California,State,Gamma,29,13.49,20.71428571,10.98484848
5/24/2021,California,State,Mu,3,1.4,1,0.53030303
5/24/2021,California,State,Delta,23,10.7,11.71428571,6.212121212
5/24/2021,California,State,Omicron,0,0,0,0
5/24/2021,California,State,Epsilon,9,4.19,7.857142857,4.166666667
5/25/2021,California,State,Mu,6,3.08,1.857142857,1.021209741
5/25/2021,California,State,Epsilon,9,4.62,7.857142857,4.320502749
5/25/2021,California,State,Alpha,110,56.41,104,57.18774548
5/25/2021,California,State,Gamma,16,8.21,18.42857143,10.13354281
5/25/2021,California,State,Lambda,1,0.51,1.571428571,0.86410055
5/25/2021,California,State,Other,38,19.49,34.85714286,19.16732129
5/25/2021,California,State,Beta,0,0,0.571428571,0.314218382
5/25/2021,California,State,Total,195,100,181.8571429,100
5/25/2021,California,State,Omicron,0,0,0,0
5/25/2021,California,State,Delta,15,7.69,12.71428571,6.991358995
5/26/2021,California,State,Beta,0,0,0.428571429,0.242326333
5/26/2021,California,State,Delta,22,9.95,14,7.915993538
5/26/2021,California,State,Gamma,35,15.84,19.28571429,10.90468498
5/26/2021,California,State,Mu,5,2.26,2.428571429,1.373182553
5/26/2021,California,State,Alpha,119,53.85,98.71428571,55.81583199
5/26/2021,California,State,Lambda,0,0,1.571428571,0.888529887
5/26/2021,California,State,Other,37,16.74,33.85714286,19.14378029
5/26/2021,California,State,Epsilon,3,1.36,6.571428571,3.715670436
5/26/2021,California,State,Total,221,100,176.8571429,100
5/26/2021,California,State,Omicron,0,0,0,0
5/27/2021,California,State,Lambda,2,0.96,1.428571429,0.821018062
5/27/2021,California,State,Epsilon,1,0.48,6,3.448275862
5/27/2021,California,State,Alpha,121,57.89,97.42857143,55.99343186
5/27/2021,California,State,Omicron,0,0,0,0
5/27/2021,California,State,Delta,27,12.92,16.57142857,9.523809524
5/27/2021,California,State,Other,33,15.79,30.42857143,17.48768473
5/27/2021,California,State,Gamma,23,11,19.28571429,11.08374384
5/27/2021,California,State,Mu,2,0.96,2.428571429,1.395730706
5/27/2021,California,State,Beta,0,0,0.428571429,0.246305419
5/27/2021,California,State,Total,209,100,174,100
5/28/2021,California,State,Omicron,0,0,0,0
5/28/2021,California,State,Lambda,2,1.02,0.857142857,0.491803279
5/28/2021,California,State,Total,196,100,174.2857143,100
5/28/2021,California,State,Epsilon,5,2.55,5.428571429,3.114754098
5/28/2021,California,State,Delta,29,14.8,18.71428571,10.73770492
5/28/2021,California,State,Mu,2,1.02,2.571428571,1.475409836
5/28/2021,California,State,Gamma,23,11.73,20.71428571,11.8852459
5/28/2021,California,State,Other,33,16.84,30.85714286,17.70491803
5/28/2021,California,State,Alpha,102,52.04,94.85714286,54.42622951
5/28/2021,California,State,Beta,0,0,0.285714286,0.163934426
5/29/2021,California,State,Delta,16,15.69,19.71428571,11.51919866
5/29/2021,California,State,Mu,1,0.98,2.714285714,1.585976628
5/29/2021,California,State,Beta,1,0.98,0.428571429,0.250417362
5/29/2021,California,State,Omicron,0,0,0,0
5/29/2021,California,State,Gamma,11,10.78,20.57142857,12.02003339
5/29/2021,California,State,Epsilon,4,3.92,5.142857143,3.005008347
5/29/2021,California,State,Total,102,100,171.1428571,100
5/29/2021,California,State,Lambda,0,0,0.857142857,0.500834725
5/29/2021,California,State,Other,21,20.59,30,17.52921536
5/29/2021,California,State,Alpha,48,47.06,91.71428571,53.58931553
5/30/2021,California,State,Delta,18,23.68,21.42857143,12.35584843
5/30/2021,California,State,Lambda,0,0,0.857142857,0.494233937
5/30/2021,California,State,Mu,1,1.32,2.857142857,1.647446458
5/30/2021,California,State,Other,20,26.32,31.14285714,17.95716639
5/30/2021,California,State,Gamma,10,13.16,21,12.10873147
5/30/2021,California,State,Epsilon,2,2.63,4.714285714,2.718286656
5/30/2021,California,State,Omicron,0,0,0,0
5/30/2021,California,State,Beta,0,0,0.428571429,0.247116969
5/30/2021,California,State,Total,76,100,173.4285714,100
5/30/2021,California,State,Alpha,25,32.89,91,52.47116969
5/31/2021,California,State,Mu,0,0,2.428571429,1.634615385
5/31/2021,California,State,Other,7,17.07,27,18.17307692
5/31/2021,California,State,Epsilon,1,2.44,3.571428571,2.403846154
5/31/2021,California,State,Lambda,0,0,0.714285714,0.480769231
5/31/2021,California,State,Delta,11,26.83,19.71428571,13.26923077
5/31/2021,California,State,Total,41,100,148.5714286,100
5/31/2021,California,State,Alpha,16,39.02,77.28571429,52.01923077
5/31/2021,California,State,Beta,0,0,0.142857143,0.096153846
5/31/2021,California,State,Gamma,6,14.63,17.71428571,11.92307692
5/31/2021,California,State,Omicron,0,0,0,0
6/1/2021,California,State,Mu,1,0.36,1.714285714,1.072386059
6/1/2021,California,State,Alpha,140,51.09,81.57142857,51.02770331
6/1/2021,California,State,Omicron,0,0,0,0
6/1/2021,California,State,Total,274,100,159.8571429,100
6/1/2021,California,State,Other,44,16.06,27.85714286,17.42627346
6/1/2021,California,State,Lambda,0,0,0.571428571,0.35746202
6/1/2021,California,State,Gamma,33,12.04,20.14285714,12.60053619
6/1/2021,California,State,Beta,0,0,0.142857143,0.089365505
6/1/2021,California,State,Delta,53,19.34,25.14285714,15.72832887
6/1/2021,California,State,Epsilon,3,1.09,2.714285714,1.697944593
6/2/2021,California,State,Mu,5,2.49,1.714285714,1.091901729
6/2/2021,California,State,Delta,47,23.38,28.71428571,18.28935396
6/2/2021,California,State,Beta,0,0,0.142857143,0.090991811
6/2/2021,California,State,Other,24,11.94,26,16.56050955
6/2/2021,California,State,Gamma,39,19.4,20.71428571,13.19381256
6/2/2021,California,State,Lambda,0,0,0.571428571,0.363967243
6/2/2021,California,State,Total,201,100,157,100
6/2/2021,California,State,Omicron,0,0,0,0
6/2/2021,California,State,Epsilon,2,1,2.571428571,1.637852593
6/2/2021,California,State,Alpha,84,41.79,76.57142857,48.77161056
6/3/2021,California,State,Total,203,100,156.1428571,100
6/3/2021,California,State,Gamma,30,14.78,21.71428571,13.90667887
6/3/2021,California,State,Omicron,0,0,0,0
6/3/2021,California,State,Alpha,90,44.33,72.14285714,46.2031107
6/3/2021,California,State,Other,35,17.24,26.28571429,16.83440073
6/3/2021,California,State,Beta,0,0,0.142857143,0.091491308
6/3/2021,California,State,Delta,40,19.7,30.57142857,19.57913998
6/3/2021,California,State,Mu,4,1.97,2,1.280878317
6/3/2021,California,State,Epsilon,3,1.48,2.857142857,1.829826167
6/3/2021,California,State,Lambda,1,0.49,0.428571429,0.274473925
6/4/2021,California,State,Lambda,0,0,0.142857143,0.092421442
6/4/2021,California,State,Other,22,11.89,24.71428571,15.98890943
6/4/2021,California,State,Alpha,82,44.32,69.28571429,44.82439926
6/4/2021,California,State,Gamma,20,10.81,21.28571429,13.77079482
6/4/2021,California,State,Mu,2,1.08,2,1.293900185
6/4/2021,California,State,Omicron,0,0,0,0
6/4/2021,California,State,Beta,1,0.54,0.285714286,0.184842884
6/4/2021,California,State,Epsilon,4,2.16,2.714285714,1.756007394
6/4/2021,California,State,Total,185,100,154.5714286,100
6/4/2021,California,State,Delta,54,29.19,34.14285714,22.08872458
6/5/2021,California,State,Delta,29,26.61,36,23.14049587
6/5/2021,California,State,Other,13,11.93,23.57142857,15.15151515
6/5/2021,California,State,Omicron,0,0,0,0
6/5/2021,California,State,Lambda,0,0,0.142857143,0.091827365
6/5/2021,California,State,Beta,0,0,0.142857143,0.091827365
6/5/2021,California,State,Epsilon,0,0,2.142857143,1.377410468
6/5/2021,California,State,Mu,4,3.67,2.428571429,1.561065197
6/5/2021,California,State,Total,109,100,155.5714286,100
6/5/2021,California,State,Gamma,17,15.6,22.14285714,14.23324151
6/5/2021,California,State,Alpha,46,42.2,69,44.35261708
6/6/2021,California,State,Epsilon,0,0,1.857142857,1.193755739
6/6/2021,California,State,Gamma,16,21.05,23,14.78420569
6/6/2021,California,State,Alpha,32,42.11,70,44.99540863
6/6/2021,California,State,Omicron,0,0,0,0
6/6/2021,California,State,Delta,21,27.63,36.42857143,23.41597796
6/6/2021,California,State,Beta,1,1.32,0.285714286,0.183654729
6/6/2021,California,State,Mu,0,0,2.285714286,1.469237833
6/6/2021,California,State,Other,6,7.89,21.57142857,13.86593205
6/6/2021,California,State,Lambda,0,0,0.142857143,0.091827365
6/6/2021,California,State,Total,76,100,155.5714286,100
6/7/2021,California,State,Beta,0,0,0.285714286,0.161160355
6/7/2021,California,State,Other,32,16.58,25.14285714,14.1821112
6/7/2021,California,State,Mu,3,1.55,2.714285714,1.531023368
6/7/2021,California,State,Total,193,100,177.2857143,100
6/7/2021,California,State,Alpha,73,37.82,78.14285714,44.07735697
6/7/2021,California,State,Epsilon,4,2.07,2.285714286,1.289282836
6/7/2021,California,State,Delta,61,31.61,43.57142857,24.57695407
6/7/2021,California,State,Lambda,0,0,0.142857143,0.080580177
6/7/2021,California,State,Gamma,20,10.36,25,14.10153102
6/7/2021,California,State,Omicron,0,0,0,0
6/8/2021,California,State,Mu,4,2.02,3.142857143,1.888412017
6/8/2021,California,State,Delta,68,34.34,45.71428571,27.46781116
6/8/2021,California,State,Epsilon,3,1.52,2.285714286,1.373390558
6/8/2021,California,State,Other,15,7.58,21,12.61802575
6/8/2021,California,State,Alpha,78,39.39,69.28571429,41.63090129
6/8/2021,California,State,Lambda,0,0,0.142857143,0.08583691
6/8/2021,California,State,Omicron,0,0,0,0
6/8/2021,California,State,Gamma,30,15.15,24.57142857,14.7639485
6/8/2021,California,State,Total,198,100,166.4285714,100
6/8/2021,California,State,Beta,0,0,0.285714286,0.17167382
6/9/2021,California,State,Alpha,69,32.09,67.14285714,39.86429177
6/9/2021,California,State,Epsilon,4,1.86,2.571428571,1.526717557
6/9/2021,California,State,Other,23,10.7,20.85714286,12.38337574
6/9/2021,California,State,Beta,1,0.47,0.428571429,0.254452926
6/9/2021,California,State,Omicron,0,0,0,0
6/9/2021,California,State,Gamma,28,13.02,23,13.65564037
6/9/2021,California,State,Lambda,1,0.47,0.285714286,0.169635284
6/9/2021,California,State,Mu,6,2.79,3.285714286,1.950805768
6/9/2021,California,State,Delta,83,38.6,50.85714286,30.19508058
6/9/2021,California,State,Total,215,100,168.4285714,100
6/10/2021,California,State,Gamma,35,14.77,23.71428571,13.68507832
6/10/2021,California,State,Omicron,0,0,0,0
6/10/2021,California,State,Other,29,12.24,20,11.54163232
6/10/2021,California,State,Lambda,0,0,0.142857143,0.082440231
6/10/2021,California,State,Beta,0,0,0.428571429,0.247320692
6/10/2021,California,State,Epsilon,2,0.84,2.428571429,1.401483924
6/10/2021,California,State,Total,237,100,173.2857143,100
6/10/2021,California,State,Delta,87,36.71,57.57142857,33.22341303
6/10/2021,California,State,Mu,7,2.95,3.714285714,2.143446002
6/10/2021,California,State,Alpha,77,32.49,65.28571429,37.67518549
6/11/2021,California,State,Alpha,79,35.11,64.85714286,36.2330407
6/11/2021,California,State,Epsilon,0,0,1.857142857,1.037509976
6/11/2021,California,State,Delta,94,41.78,63.28571429,35.35514765
6/11/2021,California,State,Lambda,2,0.89,0.428571429,0.239425379
6/11/2021,California,State,Mu,2,0.89,3.714285714,2.075019952
6/11/2021,California,State,Gamma,25,11.11,24.42857143,13.64724661
6/11/2021,California,State,Other,22,9.78,20,11.17318436
6/11/2021,California,State,Beta,1,0.44,0.428571429,0.239425379
6/11/2021,California,State,Total,225,100,179,100
6/11/2021,California,State,Omicron,0,0,0,0
6/12/2021,California,State,Other,12,8.05,19.85714286,10.75019335
6/12/2021,California,State,Epsilon,4,2.68,2.428571429,1.314771848
6/12/2021,California,State,Lambda,0,0,0.428571429,0.232018561
6/12/2021,California,State,Omicron,0,0,0,0
6/12/2021,California,State,Gamma,11,7.38,23.57142857,12.76102088
6/12/2021,California,State,Beta,0,0,0.428571429,0.232018561
6/12/2021,California,State,Alpha,61,40.94,67,36.27223511
6/12/2021,California,State,Mu,2,1.34,3.428571429,1.856148492
6/12/2021,California,State,Total,149,100,184.7142857,100
6/12/2021,California,State,Delta,59,39.6,67.57142857,36.58159319
6/13/2021,California,State,Alpha,49,32.89,69.42857143,35.57833089
6/13/2021,California,State,Lambda,0,0,0.428571429,0.219619327
6/13/2021,California,State,Total,149,100,195.1428571,100
6/13/2021,California,State,Other,15,10.07,21.14285714,10.83455344
6/13/2021,California,State,Delta,59,39.6,73,37.40849195
6/13/2021,California,State,Gamma,20,13.42,24.14285714,12.37188873
6/13/2021,California,State,Omicron,0,0,0,0
6/13/2021,California,State,Beta,0,0,0.285714286,0.146412884
6/13/2021,California,State,Epsilon,2,1.34,2.714285714,1.390922401
6/13/2021,California,State,Mu,4,2.68,4,2.049780381
6/14/2021,California,State,Lambda,1,0.33,0.571428571,0.271186441
6/14/2021,California,State,Alpha,78,25.83,70.14285714,33.28813559
6/14/2021,California,State,Total,302,100,210.7142857,100
6/14/2021,California,State,Gamma,35,11.59,26.28571429,12.47457627
6/14/2021,California,State,Delta,153,50.66,86.14285714,40.88135593
6/14/2021,California,State,Beta,0,0,0.285714286,0.13559322
6/14/2021,California,State,Epsilon,0,0,2.142857143,1.016949153
6/14/2021,California,State,Omicron,0,0,0,0
6/14/2021,California,State,Other,29,9.6,20.71428571,9.830508475
6/14/2021,California,State,Mu,6,1.99,4.428571429,2.101694915
6/15/2021,California,State,Beta,0,0,0.285714286,0.132890365
6/15/2021,California,State,Total,228,100,215,100
6/15/2021,California,State,Delta,105,46.05,91.42857143,42.52491694
6/15/2021,California,State,Gamma,23,10.09,25.28571429,11.76079734
6/15/2021,California,State,Other,24,10.53,22,10.23255814
6/15/2021,California,State,Omicron,0,0,0,0
6/15/2021,California,State,Mu,3,1.32,4.285714286,1.993355482
6/15/2021,California,State,Epsilon,2,0.88,2,0.930232558
6/15/2021,California,State,Alpha,70,30.7,69,32.09302326
6/15/2021,California,State,Lambda,1,0.44,0.714285714,0.332225914
6/16/2021,California,State,Beta,0,0,0.142857143,0.063291139
6/16/2021,California,State,Gamma,16,5.52,23.57142857,10.44303797
6/16/2021,California,State,Alpha,90,31.03,72,31.89873418
6/16/2021,California,State,Omicron,0,0,0,0
6/16/2021,California,State,Epsilon,2,0.69,1.714285714,0.759493671
6/16/2021,California,State,Delta,159,54.83,102.2857143,45.3164557
6/16/2021,California,State,Total,290,100,225.7142857,100
6/16/2021,California,State,Lambda,2,0.69,0.857142857,0.379746835
6/16/2021,California,State,Other,15,5.17,20.85714286,9.240506329
6/16/2021,California,State,Mu,6,2.07,4.285714286,1.898734177
6/17/2021,California,State,Beta,0,0,0.142857143,0.061690315
6/17/2021,California,State,Lambda,0,0,0.857142857,0.370141888
6/17/2021,California,State,Total,278,100,231.5714286,100
6/17/2021,California,State,Mu,3,1.08,3.714285714,1.60394818
6/17/2021,California,State,Omicron,0,0,0,0
6/17/2021,California,State,Gamma,30,10.79,22.85714286,9.870450339
6/17/2021,California,State,Delta,136,48.92,109.2857143,47.19309068
6/17/2021,California,State,Alpha,76,27.34,71.85714286,31.03022825
6/17/2021,California,State,Epsilon,2,0.72,1.714285714,0.740283775
6/17/2021,California,State,Other,31,11.15,21.14285714,9.130166564
6/18/2021,California,State,Delta,108,50.47,111.2857143,48.38509317
6/18/2021,California,State,Mu,6,2.8,4.285714286,1.863354037
6/18/2021,California,State,Epsilon,1,0.47,1.857142857,0.807453416
6/18/2021,California,State,Total,214,100,230,100
6/18/2021,California,State,Beta,0,0,0,0
6/18/2021,California,State,Omicron,0,0,0,0
6/18/2021,California,State,Lambda,0,0,0.571428571,0.248447205
6/18/2021,California,State,Gamma,31,14.49,23.71428571,10.31055901
6/18/2021,California,State,Alpha,53,24.77,68.14285714,29.62732919
6/18/2021,California,State,Other,15,7.01,20.14285714,8.757763975
6/19/2021,California,State,Epsilon,0,0,1.285714286,0.554528651
6/19/2021,California,State,Delta,84,51.85,114.8571429,49.53789279
6/19/2021,California,State,Beta,0,0,0,0
6/19/2021,California,State,Total,162,100,231.8571429,100
6/19/2021,California,State,Omicron,0,0,0,0
6/19/2021,California,State,Mu,4,2.47,4.571428571,1.971657425
6/19/2021,California,State,Other,18,11.11,21,9.057301294
6/19/2021,California,State,Lambda,0,0,0.571428571,0.246457178
6/19/2021,California,State,Alpha,45,27.78,65.85714286,28.40418977
6/19/2021,California,State,Gamma,11,6.79,23.71428571,10.22797289
6/20/2021,California,State,Beta,0,0,0,0
6/20/2021,California,State,Other,8,6.25,20,8.739076155
6/20/2021,California,State,Omicron,0,0,0,0
6/20/2021,California,State,Gamma,22,17.19,24,10.48689139
6/20/2021,California,State,Lambda,0,0,0.571428571,0.24968789
6/20/2021,California,State,Epsilon,0,0,1,0.436953808
6/20/2021,California,State,Delta,67,52.34,116,50.6866417
6/20/2021,California,State,Mu,4,3.12,4.571428571,1.997503121
6/20/2021,California,State,Total,128,100,228.8571429,100
6/20/2021,California,State,Alpha,27,21.09,62.71428571,27.40324594
6/21/2021,California,State,Total,326,100,232.2857143,100
6/21/2021,California,State,Delta,211,64.72,124.2857143,53.50553506
